System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:10:42:340, 45351496549256,   14.851,   17.000, 4000,  27.498, 226.769,  62.991,  15.873, 119.984,  33.329, 45,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:42:462, 45351851828235,   14.973,   17.000, 3900,  27.598, 230.145,  63.929,  15.726, 121.908,  33.863, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:42:584, 45352206392805,   15.095,   16.000, 3900,  27.314, 233.480,  64.856,  15.595, 123.812,  34.392, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:42:686, 45352503039297,   15.197,   16.000, 4000,  25.721, 236.107,  65.585,  14.026, 125.245,  34.790, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:42:809, 45352859249429,   15.320,   21.000, 4000,  26.552, 239.364,  66.490,  14.738, 127.053,  35.292, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:42:932, 45353215398705,   15.443,   16.000, 3900,  25.713, 242.518,  67.366,  14.109, 128.783,  35.773, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:055, 45353571671393,   15.565,   16.000, 3900,  25.724, 245.674,  68.243,  13.938, 130.493,  36.248, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:157, 45353868221989,   15.667,   17.000, 4000,  26.045, 248.333,  68.982,  14.339, 131.957,  36.655, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:259, 45354165027596,   15.770,   16.000, 4000,  25.618, 250.952,  69.709,  13.930, 133.381,  37.050, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:382, 45354521258608,   15.892,   16.000, 4000,  25.833, 254.121,  70.589,  14.034, 135.102,  37.528, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:484, 45354818294788,   15.995,   17.000, 4000,  25.797, 256.759,  71.322,  14.129, 136.548,  37.930, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:606, 45355174539387,   16.117,   16.000, 4000,  25.695, 259.911,  72.198,  13.898, 138.253,  38.403, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:729, 45355530586109,   16.240,   16.000, 4000,  25.825, 263.078,  73.077,  14.210, 139.995,  38.887, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:852, 45355886812963,   16.362,   18.000, 4000,  26.479, 266.326,  73.979,  14.683, 141.796,  39.388, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:43:974, 45356242777882,   16.485,   16.000, 3900,  25.878, 269.498,  74.861,  14.062, 143.519,  39.867, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:076, 45356539366173,   16.587,   16.000, 4000,  25.717, 272.124,  75.590,  14.000, 144.949,  40.264, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:199, 45356895540966,   16.710,   16.000, 3900,  25.579, 275.262,  76.462,  13.986, 146.665,  40.740, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:322, 45357251547223,   16.832,   16.000, 4000,  25.812, 278.426,  77.341,  13.994, 148.380,  41.217, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:444, 45357607657962,   16.955,   16.000, 4000,  25.735, 281.582,  78.217,  13.927, 150.088,  41.691, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:547, 45357904496350,   17.057,   17.000, 4000,  25.760, 284.215,  78.949,  14.088, 151.528,  42.091, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:649, 45358201045665,   17.159,   17.000, 4000,  26.203, 286.891,  79.692,  14.488, 153.008,  42.502, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:773, 45358584644842,   17.291,   33.000, 4000,  26.322, 290.368,  80.658,  14.636, 154.941,  43.039, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:873, 45358852301557,   17.384,   16.000, 4000,  25.738, 292.740,  81.317,  14.012, 156.232,  43.398, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:44:995, 45359208070817,   17.506,   16.000, 4000,  25.788, 295.899,  82.194,  13.957, 157.942,  43.873, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:45:118, 45359563854897,   17.629,   16.000, 3900,  25.667, 299.044,  83.068,  14.043, 159.663,  44.351, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:45:240, 45359919147284,   17.751,   16.000, 4000,  25.853, 302.207,  83.946,  13.976, 161.372,  44.826, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:45:342, 45360215839030,   17.853,   16.000, 4000,  25.646, 304.827,  84.674,  13.950, 162.798,  45.222, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:45:465, 45360571583799,   17.976,   16.000, 4000,  25.560, 307.958,  85.544,  13.926, 164.504,  45.695, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:45:588, 45360927625585,   18.098,   16.000, 4000,  25.682, 311.107,  86.419,  13.886, 166.206,  46.168, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:45:710, 45361282918745,   18.221,   16.000, 4000,  25.691, 314.250,  87.292,  14.025, 167.922,  46.645, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:45:812, 45361579354424,   18.323,   20.000, 4000,  26.971, 317.003,  88.056,  15.275, 169.481,  47.078, 46,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:45:934, 45361934600492,   18.445,   16.000, 4000,  25.875, 320.169,  88.936,  13.991, 171.193,  47.554, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:057, 45362290217084,   18.567,   16.000, 4000,  25.542, 323.296,  89.805,  13.900, 172.895,  48.026, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:179, 45362646053884,   18.690,   16.000, 4000,  25.946, 326.476,  90.688,  14.116, 174.625,  48.507, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:281, 45362942784883,   18.792,   16.000, 4000,  25.600, 329.091,  91.414,  13.918, 176.047,  48.902, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:404, 45363299136503,   18.915,   16.000, 4000,  25.898, 332.269,  92.297,  14.090, 177.776,  49.382, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:527, 45363655003305,   19.037,   16.000, 4000,  25.481, 335.392,  93.164,  13.870, 179.476,  49.854, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:649, 45364010692251,   19.160,   20.000, 4000,  28.078, 338.831,  94.120,  16.226, 181.463,  50.406, 48,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:774, 45364394869343,   19.292,   33.000, 4000,  26.324, 342.313,  95.087,  14.671, 183.404,  50.945, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:874, 45364663924805,   19.385,   16.000, 4000,  25.678, 344.692,  95.748,  14.085, 184.709,  51.308, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:46:997, 45365020032196,   19.508,   16.000, 4000,  25.779, 347.854,  96.626,  13.970, 186.422,  51.784, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:47:119, 45365375818863,   19.630,   16.000, 4000,  25.736, 351.007,  97.502,  13.902, 188.125,  52.257, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:47:242, 45365731731018,   19.753,   16.000, 4000,  25.624, 354.147,  98.374,  14.002, 189.841,  52.734, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:47:344, 45366028336949,   19.855,   16.000, 4000,  25.806, 356.783,  99.106,  14.124, 191.284,  53.134, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:47:467, 45366384264495,   19.977,   16.000, 4000,  25.799, 359.945,  99.985,  13.969, 192.996,  53.610, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:47:589, 45366740308326,   20.100,   16.000, 4000,  25.527, 363.075, 100.854,  13.919, 194.702,  54.084, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:47:712, 45367096296216,   20.222,   16.000, 4000,  25.744, 366.230, 101.731,  13.944, 196.412,  54.559, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:47:834, 45367452496654,   20.345,   19.000, 4000,  26.802, 369.518, 102.644,  14.981, 198.249,  55.069, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:47:937, 45367749332710,   20.447,   16.000, 4000,  25.647, 372.140, 103.372,  13.982, 199.678,  55.466, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:48:059, 45368104509382,   20.570,   16.000, 3900,  25.980, 375.317, 104.255,  14.309, 201.428,  55.952, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
13:10:48:182, 45368460557535,   20.692,   17.000, 4000,  25.975, 378.502, 105.139,  14.159, 203.164,  56.435, 47,  0,   0.000,   0.000,   0.000,  65.000,  81.250,   0.000,  65.000,   0.000
